GBR_NAME,LABEL_ID,X_COORD,Y_COORD
(Little) Stevens Reef,20-294,150.05186462,-20.56435394
U/N Reef,20-110,149.92608643,-20.10170746
Edgell Reefs (No 2),20-111,149.99215698,-20.05456161
U/N Cay,20-112,149.9651947,-20.0948391
Edgell Reefs (No 5),20-112,149.93690491,-20.13447762
Ben Reef,20-113,150.32034302,-20.0068779
U/N Reef,20-114,150.26123047,-20.00705719
U/N Reef,20-194c,150.75178528,-20.4134388
U/N Reef,20-195,150.91146851,-20.41843987
U/N Reef,20-196,150.93112183,-20.41461182
U/N Reef,20-197,150.72619629,-20.44673729
U/N Reef,20-511,150.96466064,-20.5077076
Silversmith Reef,20-238,149.11140442,-20.5873909
Kennard Rocks (No 1),20-238a,149.11463928,-20.58001518
Kennard Rocks (No 2),20-238b,149.11476135,-20.5814724
Kennard Rocks (No 3),20-238c,149.11273193,-20.58317947
Pincer Reef,20-239,149.09741211,-20.6816349
Dorsal Rock,20-240,149.16764832,-20.58786774
Teague Reef,20-082,149.06893921,-20.30351448
Surprise Rock Reef,20-083,149.02635193,-20.35513687
Surprise Rock,20-083,149.02636719,-20.35512733
U/N Rock,20-084,149.00697327,-20.40613365
Little Bugatti (Wheatley) Reef,20-115,150.24302673,-20.02637672
Edgell Reefs (No 1),20-116,150.01428223,-20.02371788
Edgell Reefs (No 3),20-117,150.02389526,-20.06770706
U/N Reef,20-118,150.42706299,-20.05322075
U/N Reef,20-119,150.41664124,-20.08670807
Wup Reef,20-120,150.1955719,-20.102314
U/N Reef,20-121,150.3946228,-20.08385849
U/N Reef,20-122,150.4666748,-20.07352638
U/N Reef,20-199,150.84608459,-20.4727478
U/N Reef,20-200,150.60098267,-20.51828766
U/N Reef,20-201,150.71725464,-20.48584747
U/N Reef,20-202,150.82945251,-20.49589348
Defiance (Dalys) Island Reef,20-203,148.81898499,-20.50341606
Defiance Reefs (North),20-204a,148.80897522,-20.5093708
Anchorsmith Reef,20-241,149.06381226,-20.61575127
Blackcombe Reef,20-242,149.18630981,-20.60095024
Anvil Reef,20-243,149.07249451,-20.62575722
Carondelet Reef,20-244,149.18162537,-20.61571884
Pentecost Reef,20-085,149.02851868,-20.39909172
U/N Reef,20-123,150.45010376,-20.07737732
U/N Reef,20-124,150.48168945,-20.08843803
U/N Reef,20-125,150.42700195,-20.12101555
U/N Reef,20-126,150.3855896,-20.15007591
Bugatti Reef,20-127,150.31651306,-20.10089111
Callum Shoal,20-1271,149.48223877,-20.14398956
Defiance Reefs (South),20-204b,148.8079834,-20.51429367
U/N Reef,20-205,148.92861938,-20.52831459
Ripple Rocks Reef,20-206,148.9360199,-20.52799606
Ripple Rocks (No 1),20-206a,148.93670654,-20.52856827
Ripple Rocks (No 2),20-206b,148.93600464,-20.52726555
Blacksmith Reef,20-245,149.07106018,-20.64455032
Hammer Reef,20-246,149.0617981,-20.64608002
Cole Island Reef,20-086,149.00692749,-20.42291832
U/N Rock,20-086b,149.00750732,-20.41906548
Edgell Reefs (No 4),20-128,150.00967407,-20.12045288
Henderson Reefs,20-129,150.07229614,-20.18974113
U/N Reef,20-130,150.36907959,-20.17415047
U/N Reef,20-131,150.4460144,-20.14126396
Cape Rock Reef,20-207,148.92578125,-20.54163551
Cape Rock,20-207,148.92572021,-20.5417099
North Repulse Reef,20-208,148.86227417,-20.58167458
Ladysmith Reef,20-247,149.08822632,-20.66256714
Locksmith Reef,20-248,149.15402222,-20.65238762
Geranium Shoal,20-249,149.22662354,-20.64629173
Bellows Reef,20-250,149.07073975,-20.66367722
Forge Reef,20-251,149.09495544,-20.67349815
Forge Rocks (North),20-251a,149.09169006,-20.67289162
Forge Rocks (South),20-251b,149.10134888,-20.67666054
Farrier Reef,20-252,149.14103699,-20.67612839
Anne Island Reef,20-087,149.0161438,-20.42101097
Jester Reef,20-088,149.07202148,-20.14357948
Jester Rock,20-088,149.07200623,-20.14357758
U/N Reef,20-132,150.47200012,-20.19290543
East Repulse Reef,20-209,148.8772583,-20.59887123
South Repulse Reef,20-210,148.86727905,-20.6115799
U/N Reef,20-211,148.72213745,-20.62801933
U/N Reef,20-212,148.73126221,-20.64644432
Gould Island Reef,20-213,148.76011658,-20.67201614
Linne Island Reef (No 1),20-253a,149.18939209,-20.6765728
Linne Island Reef (No 2),20-253b,149.18531799,-20.68871498
Linne Island Reef (No 3),20-253c,149.18222046,-20.68222618
Linne Island Reef (No 4),20-253d,149.17678833,-20.67643547
Deloraine Reef,20-089,149.07093811,-20.1554451
U/N Rock,20-089a,149.0715332,-20.15906143
U/N Rock,20-089b,149.07485962,-20.1622715
U/N Rock,20-089c,149.07539368,-20.16252518
U/N Rock,20-089d,149.07545471,-20.16280556
Hunt Reef,20-134,150.10327148,-20.29578018
Robertson Reefs (No 1),20-135,150.1325531,-20.3427887
Robertson Reefs (No 2),20-136,150.06768799,-20.34972763
Midge Reef,20-214,148.75862122,-20.68675995
U/N Reef,20-215,148.74020386,-20.69613647
U/N Reef,20-216,148.77799988,-20.72959518
U/N Reef,20-217,148.79269409,-20.75107956
U/N Reef,20-218,148.79478455,-20.76698875
Cave Reef,20-219a,148.854599,-20.78241348
Tinsmith Reef,20-254,149.20103455,-20.6994648
Solder Reef,20-255,149.20654297,-20.69828606
Hempel Rock,20-256,149.22920227,-20.73316002
U/N Reef,20-257a,149.14151001,-20.70630074
Lindeman Island Reef (No 1),20-090a,149.03153992,-20.43171692
Lindeman Island Reef (No 2),20-090b,149.02880859,-20.4457798
Lindeman Island Reef (No 3),20-090c,149.05099487,-20.45573807
Lindeman Island Reef (No 4),20-090d,149.0423584,-20.43645477
Robertson Reefs (No 3),20-137,150.09606934,-20.34886932
Bax Reef,20-138,150.19795227,-20.34207344
Robertson Reefs (No 4),20-139,150.07333374,-20.36850166
Nixon Reef,20-140,150.12530518,-20.40136719
U/N Reef,20-141,150.20149231,-20.40709114
Pigeon Reef,20-219b,148.84622192,-20.7902813
High Islands Reef (North),20-220,148.8795929,-20.79493523
Ingot Island Reef,20-257b,149.13955688,-20.71051025
Specie Shoal,20-258,149.15490723,-20.72322655
Io Reef,20-259,149.12745667,-20.6935215
Bullion Rocks Reef,20-260,149.14888,-20.73909187
Bullion Rocks (No 1),20-260a,149.14578247,-20.73850441
Bullion Rocks (No 2),20-260b,149.15071106,-20.74007034
Bullion Rocks (No 3),20-260c,149.15260315,-20.73949623
Coffin Reef,20-261,149.23240662,-20.73248672
Lindeman Island Reef (No 5),20-090e,149.05807495,-20.44671249
Baynham Reef,20-091,149.10198975,-20.43533134
Sidney Reef,20-092,149.01005554,-20.44887733
U/N Reef,20-142,150.23667908,-20.40214539
U/N Reef,20-143,150.24058533,-20.44607544
Cannan Reef,20-144,150.15145874,-20.48106194
Packer Reefs,20-145,150.20411682,-20.47503471
Boulton Reef,20-146,150.2905426,-20.46800613
U/N Reef,20-147,150.54693604,-20.03048134
High Islands Reef (South),20-221,148.87231445,-20.80475426
Carpet Snake Reef,20-222,148.84204102,-20.82444191
Low Rock Reef,20-223,148.88117981,-20.82216644
Low Rock,20-223,148.8802948,-20.82265472
Croaker Reef,20-224,148.9004364,-20.82066154
Wigton Island Reef (No 1),20-262a,149.46981812,-20.74207306
Wigton Island Reef (No 2),20-262b,149.48461914,-20.74032211
Silloth Reef,20-263,149.43582153,-20.76638222
Silloth Rocks (No 1),20-263a,149.43406677,-20.76422119
Silloth Rocks (No 2),20-263b,149.43626404,-20.76640129
Allonby Reef,20-264,149.16169739,-20.7523632
Comston Reef,20-093,149.10635376,-20.46368217
U/N Rock,20-093,149.1035614,-20.46436501
Chrome Rock,20-094,149.06011963,-20.47024345
U/N Reef,20-148,150.50775146,-20.07274246
U/N Reef,20-149,150.50328064,-20.08463478
U/N Reef,20-150,150.59725952,-20.06940842
U/N Reef,20-151,150.55441284,-20.07543945
U/N Reef,20-152,150.63119507,-20.08014488
U/N Reef,20-153,150.51235962,-20.09500122
U/N Reef,20-154,150.49714661,-20.10693741
U/N Reef,20-155,150.5774231,-20.10307503
U/N Reef,20-156,150.64422607,-20.12529755
U/N Reef,20-157,150.69058228,-20.14086533
U/N Reef,20-158,150.52101135,-20.1621685
U/N Reef,20-159,150.73529053,-20.16459656
U/N Reef,20-160,150.65863037,-20.16599655
Croaker Rock,20-224,148.89930725,-20.81958199
Rabbit Reef,20-225,148.8966217,-20.82802773
Fish Reef,20-226,148.92710876,-20.84161949
U/N Rock,20-226,148.92675781,-20.84058952
Maryport Reef,20-266,149.27145386,-20.75952339
Edgell Rock Reef,20-267,149.27059937,-20.76460838
Edgell Rock,20-267,149.27064514,-20.76462364
Baxendell Shoal,20-268,149.25952148,-20.77329445
Cockermouth Reef,20-269,149.39753723,-20.77874756
Seaforth Reef,20-095,149.03579712,-20.46988106
Mansell Reef,20-096,149.12617493,-20.47132492
U/N Rock,20-096,149.13450623,-20.48204041
U/N Reef,20-161,150.53547668,-20.17991257
U/N Reef,20-162,150.62620544,-20.19049072
U/N Reef,20-163,150.56065369,-20.20084381
U/N Reef,20-164,150.6434021,-20.20532227
U/N Reef,20-165,150.71035767,-20.20387077
U/N Reef,20-166,150.54788208,-20.22480011
Mausoleum Reef,20-227,148.93980408,-20.86069298
Newry Reef,20-228,148.91867065,-20.84611511
Carlisle Reef,20-270a,149.28140259,-20.8011837
Spitfire Rock,20-097,149.02888489,-20.47632408
Brush Island Reef,20-098,149.05448914,-20.48566628
Brush Island,20-098,149.05455017,-20.48555756
Little Lindeman Reef,20-099,149.03184509,-20.4222908
U/N Reef,20-167,150.51272583,-20.2592411
U/N Reef,20-168,150.65402222,-20.23065948
U/N Reef,20-170,150.74523926,-20.24120331
U/N Reef,20-171,150.76490784,-20.2290287
Red Cliff Islands Reef,20-229,148.9598999,-20.87089729
U/N Reef,20-230,148.99145508,-20.89143181
Brampton Reef,20-270b,149.26695251,-20.81618309
Helvellyn Rocks,20-271,149.29476929,-20.82161713
Bolton Shoal,20-272,149.28140259,-20.84342575
Fantome Rocks,20-273,149.24380493,-20.86051369
U/N Reef,20-274,149.03320313,-20.89855385
Wedge Island Reef,20-275,149.05889893,-20.91724777
Hyde Rock Reef,20-276,149.35505676,-20.91358185
Triangle Island Reef,20-100,149.11103821,-20.49005127
U/N Rock,20-100,149.11056519,-20.49133873
Yellow Rock Reef,20-101,149.05995178,-20.47400475
Yellow Rock,20-101,149.06018066,-20.4740715
Shaw Island Reef (No 1),20-102a,149.08085632,-20.43684769
U/N Reef,20-172,150.55963135,-20.28167725
U/N Reef,20-173,150.71105957,-20.25681114
U/N Reef,20-174,150.64257813,-20.27525139
U/N Reef,20-175,150.74005127,-20.25927925
U/N Reef,20-176,150.73773193,-20.27890587
U/N Reef,20-177,150.7565918,-20.26915741
U/N Reef,20-178,150.74182129,-20.30322075
Volskow Reef,20-231,149.08943176,-20.50634384
Keyser Reef,20-232,149.0846405,-20.52236366
Keswick Island Reef (No 1),20-277a,149.39135742,-20.91011047
Keswick Island Reef (No 2),20-277b,149.40087891,-20.91851234
Keswick Island Reef (No 3),20-277c,149.41296387,-20.92150688
Schooner Rock,20-278,149.43295288,-20.90041161
St Bees Island Reef (No 1),20-279a,149.43656921,-20.90406036
U/N Rock,20-279a,149.44424438,-20.94452286
Shaw Island Reef (No 2),20-102b,149.07991028,-20.45842361
Shaw Island Reef (No 3),20-102c,149.07347107,-20.47439384
Shaw Island Reef (No 4),20-102d,149.05836487,-20.49876213
U/N Reef,20-104,149.68804932,-20.03160477
U/N Reef,20-179,150.60791016,-20.30254555
U/N Reef,20-180,150.80413818,-20.28140259
U/N Reef,20-181,150.7931366,-20.29047394
U/N Reef,20-182,150.57829285,-20.33308029
U/N Reef,20-183,150.66720581,-20.32401657
Long Rock Reef,20-233,149.08735657,-20.53328514
U/N Rock,20-233a,149.09039307,-20.53471947
U/N Rock,20-233b,149.09057617,-20.53400993
U/N Rock,20-234c,149.10600281,-20.54037666
U/N Reef,21-686,152.02770996,-21.64032745
U/N Reef,21-687,152.03353882,-21.67487335
U/N Reef,21-688,152.03479004,-21.66767883
U/N Reef,21-689,152.06750488,-21.69584274
U/N Reef,21-690,152.07788086,-21.63981628
U/N Reef,21-691,152.08085632,-21.63708687
U/N Reef,21-692,152.09902954,-21.43374825
U/N Reef,21-693,152.10012817,-21.56572914
U/N Reef,21-694,152.14205933,-21.64177513
U/N Reef,21-695,152.1434021,-21.63837433
U/N Reef,21-696,152.14532471,-21.54867554
McEwen Reef,22-015,149.59559631,-22.14301682
Pilot Reef,22-016,149.60649109,-22.1531086
Boyle Reef,22-017,149.84295654,-22.13786507
Tide Reef,22-018,149.94042969,-22.13488007
Long Island Reef,22-019,149.8684845,-22.21303177
U/N Reef,21-480,152.30207825,-21.57236671
U/N Reef,21-481,151.99967957,-21.57126045
U/N Reef,21-482,152.25517273,-21.57179642
U/N Reef,21-483,152.44194031,-21.57208824
U/N Reef,21-484,152.36824036,-21.57960129
U/N Reef,21-485,152.4072113,-21.57878304
U/N Reef,21-486,152.4046936,-21.59353256
Obstruction Reef,21-552,152.46665955,-21.96283913
U/N Reef,21-553,152.34693909,-21.97629929
U/N Reef,21-554,152.3745575,-21.97977829
U/N Reef,21-555,152.23217773,-21.97902107
Gannett Cay,21-556,152.47442627,-21.98091698
Gannett Cay Reef,21-556,152.47738647,-21.98163605
U/N Reef,21-557,152.46405029,-21.98226166
U/N Reef,21-697,152.14778137,-21.64033318
U/N Reef,21-698,152.14984131,-21.91394997
U/N Reef,21-699,152.15141296,-21.63557816
U/N Reef,21-700,152.152771,-21.91041565
U/N Reef,21-701,152.15412903,-21.91856194
U/N Reef,21-702,152.16090393,-21.76275444
U/N Reef,21-703,152.16271973,-21.56134415
U/N Reef,21-704,152.1789856,-21.49692917
U/N Reef,21-705,152.2053833,-21.45944977
U/N Reef,21-706,152.20613098,-21.86235619
U/N Reef,21-707,152.2066803,-21.41665649
U/N Reef,21-487,152.32556152,-21.58952332
U/N Reef,21-488,152.07514954,-21.59158134
U/N Reef,21-489,152.19285583,-21.60378075
Turrum Cay,21-490,152.36076355,-21.61710548
Turrum Reef,21-490,152.36972046,-21.60575485
U/N Reef,21-491,152.47357178,-21.61081314
U/N Reef,21-558,152.54571533,-21.54859161
U/N Reef,21-559,152.53399658,-21.57309914
U/N Reef,21-560,152.53979492,-21.66206551
U/N Reef,21-561,152.50849915,-21.71348381
Turner Cay,21-562,152.55163574,-21.73323822
U/N Reef,21-708,152.20924377,-21.52861786
U/N Reef,21-709,152.21054077,-21.86450386
U/N Reef,21-710,152.21434021,-21.41116905
U/N Reef,21-711,152.21536255,-21.51464462
U/N Reef,21-712,152.21591187,-21.42250252
U/N Reef,21-713,152.21812439,-21.44385338
U/N Reef,21-714,152.22401428,-21.8643856
U/N Reef,21-715,152.22897339,-21.94983292
U/N Reef,21-716,152.22927856,-21.73982811
U/N Reef,21-717,152.22929382,-21.74324226
U/N Reef,21-718,152.23440552,-21.7384243
West Side Reef,22-020,149.85031128,-22.14871597
Double Rocks Reef (North),22-021a,150.00804138,-22.08267212
Double Rocks (North),22-021a,150.0080719,-22.08263779
Double Rocks Reef (South),22-021b,150.00413513,-22.08652687
Double Rocks (South),22-021b,150.00410461,-22.08676529
U/N Reef,21-492,152.21269226,-21.61082458
U/N Cay,21-493,152.1055603,-21.63891983
U/N Reef,21-493,152.13461304,-21.62264824
U/N Reef,21-494,152.30844116,-21.63533592
Bacchi Cay,21-495,152.38206482,-21.64066696
Bacchi Reef,21-495,152.38877869,-21.63401604
Turner Reef,21-562,152.5587616,-21.71955299
U/N Reef,21-563,152.52088928,-21.72936058
Half Tide Reef,21-564,152.50888062,-21.77416229
Bills Reef,21-565,152.59301758,-21.78662682
U/N Reef,21-719,152.23648071,-21.51454163
U/N Reef,21-720,152.24621582,-21.52165222
U/N Reef,21-721,152.25035095,-21.73649216
U/N Reef,21-722,152.25193787,-21.68244743
U/N Reef,21-723,152.25260925,-21.5140934
U/N Reef,21-724,152.25888062,-21.77745819
U/N Reef,21-725,152.26496887,-21.73464394
U/N Reef,21-726,152.26791382,-21.66998482
Narrows Rock,22-022,149.94226074,-22.12277412
Tail Rock,22-023,149.86218262,-22.10269165
Coal Reef,22-024,149.8646698,-22.14408112
Black Swan Rock,22-025,149.99987793,-22.03890038
One Fathom Patch,22-026,149.75007629,-22.26446915
Turtle Island Reef,22-027,149.77586365,-22.35923195
U/N Reef,22-028,149.81912231,-22.3877182
Woods Reef,22-029,149.90400696,-22.47035599
Shields Reef,22-030,150.37695313,-22.00405312
U/N Reef,21-496,152.47576904,-21.64585686
Thomas Cay,21-497,152.36611938,-21.64992332
Thomas Reef,21-497,152.34248352,-21.66396904
U/N Reef,21-498,152.26316833,-21.6282177
U/N Reef,21-499,152.45172119,-21.66448402
Blu-Lion Reef,21-566,152.62745667,-21.82133293
U/N Reef,21-567,152.54504395,-21.8259201
U/N Reef,21-568,152.52233887,-21.82880592
U/N Reef,21-569,152.53575134,-21.84827232
Triangle Reef,21-570,152.63557434,-21.84602356
U/N Reef,21-571,152.59344482,-21.85103798
Small Lagoon Reef,21-572,152.50921631,-21.87475014
U/N Reef,21-727,152.27268982,-21.69619179
U/N Reef,21-728,152.27285767,-21.60727119
U/N Reef,21-729,152.27304077,-21.80426788
U/N Reef,21-730,152.27868652,-21.65665627
U/N Reef,21-731,152.2858429,-21.92135811
U/N Reef,21-732,152.28816223,-21.6645813
U/N Reef,21-733,152.30024719,-21.85752487
U/N Reef,21-734,152.30081177,-21.45067596
U/N Reef,21-735,152.30155945,-21.93279839
Till Rock,21-419,150.15055847,-21.95596123
Osprey Rock,21-420,150.19606018,-21.96588707
Sail Rock,21-420,150.15464783,-21.80018806
Morkar Reef,21-421,150.15582275,-21.96935844
Black Rock,21-422,150.19075012,-21.97151756
U/N Reef,21-500,152.39399719,-21.6743145
Recreation Cay,21-501,152.45211792,-21.67920876
Recreation Reef,21-501,152.44134521,-21.6783886
U/N Reef,21-502,152.49803162,-21.67513466
U/N Reef,21-503,152.20449829,-21.68672562
U/N Reef,21-573,152.61416626,-21.86807632
U/N Reef,21-574,152.58078003,-21.87247276
Heart Reef,21-575,152.65705872,-21.89438248
U/N Reef,21-576,152.58970642,-21.89870262
Central Reef,21-577,152.5219574,-21.92190361
U/N Reef,21-578,152.60618591,-21.91841125
Hill Reef,21-579,152.67234802,-21.91166115
U/N Reef,21-736,152.30511475,-21.79043198
U/N Reef,21-737,152.30805969,-21.49407768
U/N Reef,21-738,152.30830383,-21.44657707
U/N Reef,21-739,152.31164551,-21.4750843
U/N Reef,21-740,152.31315613,-21.65391541
U/N Reef,21-741,152.31469727,-21.42149353
U/N Reef,21-742,152.31634521,-21.55472374
U/N Reef,21-743,152.31755066,-21.69135094
U/N Reef,21-744,152.32022095,-21.89008904
Marble Reef,21-423a,150.16445923,-21.99125481
Marble Reef,21-423b,150.19181824,-21.98012352
Allandale Reef,21-424,150.38197327,-21.97130585
Tynemouth Island Reef (No 1),21-425a,150.12490845,-22.00054932
Tynemouth Island Reef (No 2),21-425b,150.13308716,-21.98811913
U/N Reef,21-504,152.08772278,-21.695858
Isobel Bennett Reef,21-505,152.34872437,-21.70672607
U/N Reef,21-506,152.28947449,-21.71533775
U/N Reef,21-580,152.58987427,-21.93881989
U/N Reef,21-581,152.62605286,-21.93969154
Beacon Reef,21-582,152.68792725,-21.93577385
U/N Reef,21-583,152.65789795,-21.94279099
Jenkins Reef,21-584,152.59945679,-21.95517349
U/N Cay,21-585,152.56509399,-21.96771812
U/N Reef,21-585,152.57208252,-21.96551514
U/N Reef,21-745,152.32028198,-21.42893791
U/N Reef,21-746,152.32333374,-21.98820305
U/N Reef,21-747,152.32382202,-21.68810463
U/N Reef,21-748,152.32571411,-21.55496025
U/N Reef,21-749,152.33807373,-21.95007896
U/N Reef,21-750,152.33888245,-21.55977058
U/N Reef,21-751,152.34197998,-21.55001068
U/N Reef,21-752,152.34317017,-21.91989326
High Peak Reef,21-428,150.68768311,-21.95726395
U/N Rock,21-428b,150.69174194,-21.93900108
U/N Rock,21-428c,150.69203186,-21.94142723
U/N Rock,21-428d,150.70155334,-21.95170975
U/N Rock,21-428e,150.70257568,-21.95287514
Barnett Rock,21-429,150.58404541,-21.97673607
Morpeth Reef,21-430,150.58657837,-21.98252487
U/N Reef,21-507,152.45043945,-21.70457458
U/N Reef,21-508,152.36930847,-21.72053146
U/N Reef,21-509,152.38668823,-21.72823906
U/N Reef,21-510,152.36871338,-21.73306656
Frigate Cay,21-511,152.41693115,-21.74015999
Frigate Reef,21-511,152.42849731,-21.73435974
Follett Reef,21-586,152.70141602,-21.96721268
U/N Cay,21-587,152.652771,-21.97307014
U/N Reef,21-587,152.66088867,-21.97358322
Wade Reef,21-588,152.64883423,-21.98545456
Littles Reef,21-589,152.54344177,-21.97782898
U/N Reef,21-590,152.56604004,-21.98163223
U/N Reef,21-591,150.37242126,-21.02275085
Adroit Shoal,21-592,151.04034424,-21.58355141
U/N Reef,21-753,152.34448242,-21.46165276
U/N Reef,21-754,152.34957886,-21.55377197
U/N Reef,21-755,152.35357666,-21.48029327
U/N Reef,21-756,152.35673523,-21.5037899
U/N Reef,21-757,152.36505127,-21.84985924
U/N Reef,21-758,152.36685181,-21.43415833
U/N Reef,21-759,152.36901855,-21.40522575
U/N Reef,21-760,152.37193298,-21.75258446
Berwick Reef,21-431,150.66928101,-21.99077225
Heralds Reef Prong,21-432,151.39674377,-21.51145363
U/N Reef,21-433,151.47755432,-21.55069733
Heralds Prong No 3,21-434,151.3825531,-21.60731888
Bell Cay,21-435,151.2518158,-21.80938148
U/N Reef,21-512,152.33453369,-21.75823021
U/N Reef,21-513,152.2013092,-21.75213051
Detour Reef,21-514,152.414505,-21.76066017
Owens Shoal,21-593,150.21354675,-21.61403465
U/N Reef,21-594,151.49252319,-21.04630661
U/N Reef,21-595,151.50683594,-21.03574944
U/N Reef,21-596,151.51753235,-21.03556442
U/N Reef,21-597,151.51855469,-21.03987694
U/N Reef,21-598,151.53845215,-21.045681
U/N Reef,21-599,151.49734497,-21.31705666
U/N Reef,21-600,151.5625,-21.34963799
U/N Reef,21-601,151.57629395,-21.23110199
U/N Reef,21-761,152.37568665,-21.86188126
U/N Reef,21-762,152.37590027,-21.93807983
U/N Reef,21-763,152.38340759,-21.71019936
U/N Reef,21-764,152.41007996,-21.64658737
U/N Reef,21-768,152.41242981,-21.97541809
U/N Reef,21-769,152.41320801,-21.66892624
U/N Reef,21-770,152.41603088,-21.97094154
U/N Reef,21-771,152.42280579,-21.46875381
U/N Reef,21-772,152.42384338,-21.45611954
U/N Reef,21-773,152.42390442,-21.98160744
